age,weight,steps,calories,activity_level,heart_rate
51,93,11940,3021,3,123.66836625229848
37,84,17519,3103,3,132.77842395150864
21,94,3010,3322,3,123.17596515671879
41,79,2197,1608,2,96.34190265641223
48,74,14796,2590,2,107.4528146895171
59,56,6785,3524,3,113.8407501688922
34,96,5972,2404,2,96.73080639429226
39,74,6701,3275,3,121.10086702069341
32,65,3443,3323,3,121.51669537627518
46,70,5118,3697,3,103.93929406948209
31,63,14768,1608,1,94.78804168946087
26,65,9470,2643,3,120.52969117974534
20,57,12485,3860,3,118.11257653833576
46,99,10186,3611,1,75.9447264483415
26,51,12815,3797,3,121.39992278360208
27,67,17264,2557,3,130.84349591154296
56,50,12482,1690,2,102.19208456032979
42,55,5958,3322,1,83.56958624216058
45,89,11514,3058,3,114.09900984880468
58,88,8564,3864,2,95.10965869161637
57,96,440,3378,1,72.86881415409344
21,53,13901,2317,2,107.94566247295008
56,53,11052,2364,2,103.08375685834481
55,62,19407,1994,3,132.38831376893643
35,76,8733,3181,2,100.08581448224173
46,96,5050,2585,1,82.83307713203575
27,51,7186,3434,3,125.35398306606766
32,76,15635,1535,2,114.21484457705648
53,96,15889,1962,1,81.98946005806476
20,85,10321,3539,2,105.72356431463041
31,89,1246,3586,2,100.65727582316585
19,96,19660,3877,1,101.55028529405197
39,90,8521,3651,3,120.89077786129778
58,92,15754,3021,2,107.71927381535542
38,52,5171,1940,1,72.6707587531214
56,51,8966,3952,2,92.21956559931644
46,71,9172,2886,3,121.11458338996079
24,65,17734,3543,1,88.47193102693652
36,59,5619,2616,2,101.18833347918206
46,84,15923,2339,3,138.42110705031038
52,62,9349,3074,2,99.17405584122476
49,65,6241,2003,2,93.43225983972849
42,84,7235,1826,2,101.25063499929263
58,83,7018,3136,1,78.233053566775
49,63,12891,3731,2,107.21917942773594
38,65,8340,3766,1,82.19713008022934
59,66,17066,1660,1,80.84024960481871
28,86,280,2544,2,99.03490249086661
59,53,13340,1967,2,100.4875191642369
45,91,16689,2085,2,104.17966620692276
19,62,12508,3897,3,129.93804900064939
24,75,18409,1592,2,107.34983184122014
42,53,16444,1739,1,86.86777028179338
41,84,11484,2442,3,123.83163703979817
19,75,7982,3754,2,107.44760705879078
46,63,19044,2181,3,123.7647252574442
31,81,10329,2698,3,120.2104694363704
45,63,10723,2046,3,123.97534235063031
41,68,9547,1783,3,115.82824228567337
32,77,11233,2892,1,77.99004861098818
59,64,3262,1950,2,96.21377367147328
43,81,1815,3254,1,72.57052698656851
37,56,17593,3625,3,118.95105399707556
34,71,7673,2475,2,95.8511138718737
45,98,3063,1787,3,119.27713273893318
31,66,8792,3975,2,103.30816724510282
35,83,5112,2524,1,77.64733945782442
42,83,10804,2378,3,120.15065402926874
19,51,506,2507,3,123.39578821628359
49,88,18078,3703,1,87.13441749874704
30,98,14751,3003,1,90.97505151581376
36,98,9117,3425,2,97.86671222229337
55,70,16714,3679,3,125.03110433284749
19,68,2375,3916,3,117.8081193750941
56,93,14244,3442,1,90.55202374163834
38,58,19224,3632,1,94.34773155132692
21,98,965,2262,1,70.37722892454332
52,54,14266,2997,1,73.24515827484342
32,86,16207,3137,3,130.8789161001176
19,95,3874,3889,1,78.33947662026758
41,91,18977,3271,1,94.08707671984324
52,98,6465,1868,3,115.27518211911078
56,91,14085,2506,2,88.29558830554195
46,78,12307,3120,2,98.66980097921315
19,98,18018,2360,3,127.93307115272036
23,84,6444,1667,1,91.31737629324934
26,68,6684,2762,3,130.49743736026602
24,55,3205,2594,1,83.19782406516897
55,93,5448,2698,3,111.04342574080671
36,55,2304,2541,1,77.76482278941836
25,99,16486,1885,3,129.06632499840467
18,83,11285,3999,3,132.77226344661722
31,79,6984,2914,3,120.3894749139108
34,96,1022,3540,2,92.8598820304257
46,90,1968,1628,3,114.79498646298585
20,58,12916,2581,3,128.55266536659047
45,58,14646,2937,2,103.68750495266278
22,68,2771,1595,1,73.75892512695967
25,88,4652,1596,2,90.24180454624808
32,68,6215,2252,1,80.91095019769564
49,58,5762,3422,2,99.57476416264096
48,56,8220,2548,3,111.38103887862648
42,62,8186,2463,3,116.80546583192952
38,54,17525,2282,1,96.57090101533346
45,66,5018,2649,1,83.51007145641695
35,80,6670,2421,1,83.28140158517202
45,74,11288,3451,1,92.40196831978336
41,57,4201,1816,1,74.20867677218556
36,85,6445,2479,1,83.07425577737713
30,61,11549,3161,1,93.40437303840287
28,64,3167,2511,3,123.72806230830723
40,75,11720,3561,1,90.50839081437282
40,71,19856,3197,3,140.28880071123825
22,96,18610,3879,1,98.0243681432836
52,89,17920,3662,3,123.48863916911267
35,61,5264,3990,2,103.39523524590308
56,83,17330,1690,2,116.60456347558224
27,62,5398,1582,3,118.8115076008878
46,61,4680,1851,3,113.96307788368301
30,73,12398,2305,1,81.1074898240634
42,53,9125,3179,2,103.04367304401251
57,94,18137,1663,2,107.93292408143671
47,87,11230,2993,1,81.26821279316464
52,98,9608,3063,3,126.46155339743355
28,98,9599,2555,2,109.29353182072522
56,88,15776,2187,2,103.49108271250557
25,81,3962,3521,3,114.6959701715622
58,71,8504,2119,1,77.75993042735166
51,75,8281,3092,2,95.79885121307868
53,81,12281,1657,1,72.71035481217666
25,55,7567,2413,2,97.87020585520429
30,56,13232,3343,2,96.68916867640989
39,68,17510,3918,3,128.66689777455537
32,97,6620,2774,3,117.47640739400586
31,81,3211,3943,2,100.213892997781
39,75,4806,1602,2,84.98629497148013
24,72,18755,2003,1,102.42820314839543
39,70,756,2905,1,67.34927995011645
26,96,8910,2793,2,106.1195418095056
44,78,8687,2168,2,96.48148169588448
54,71,6459,1843,2,87.8948815233753
33,87,13475,1805,1,91.84472607184223
22,84,4734,2407,3,114.52900088251877
32,91,16612,1513,3,129.48528670771887
56,60,18943,3466,1,98.1161851848065
59,84,2169,3534,2,94.76849015420792
32,50,16664,2432,2,112.52571901263005
38,70,6386,3033,2,101.35570282383584
34,50,12342,1986,1,92.66524222902171
50,82,1145,2813,3,111.56948375148504
48,93,16668,2820,1,83.2765229481402
51,80,8310,1881,3,123.89597020298147
19,84,14345,2711,3,131.45235815506044
48,66,2894,3264,1,73.56582166358278
59,66,9256,2777,1,76.35118164756042
20,79,14383,1962,1,84.95879606789917
33,55,5645,3582,3,123.12032095074535
23,97,8081,3534,1,85.1245968645483
19,86,19562,2160,1,98.53303223238265
34,66,8234,3172,2,107.71454737105549
22,61,16446,1782,3,134.0481445336311
51,77,12628,2080,2,103.36884390216022
22,98,12747,2391,1,86.74116502511954
53,85,127,1788,2,81.8718760912938
45,56,2421,3237,2,99.01233536009225
24,67,17348,3132,2,108.57793859121682
56,92,18157,3175,3,123.01591036349387
52,98,10106,3660,3,129.81132820954917
35,78,17,2858,1,66.10565164689638
40,91,11987,2613,3,123.04490786560699
43,59,11285,3344,2,102.97423630819335
47,94,15613,2598,2,107.74517839908027
27,88,5082,3898,3,116.70903940893261
32,94,18452,2922,2,117.69757610013126
40,56,8812,3466,1,81.32153595714018
19,88,8324,2342,3,125.80042817401961
49,95,12887,2932,2,103.82290166976337
34,64,6321,2546,1,82.4766627433571
32,90,4834,2566,2,92.19178418275894
53,56,8660,2409,3,124.69124136795195
24,63,12641,2375,1,85.79365951698043
55,57,5986,2792,3,113.9910408251983
45,63,11714,3516,3,114.76552473046279
54,64,10402,2538,3,110.36834771339738
21,64,6375,3348,3,122.36988529299151
48,51,3870,1994,3,107.42994554770264
50,53,12076,2102,2,102.7194982182804
38,91,15765,3226,2,113.25552071969796
49,96,19192,2838,3,120.2327904670634
44,85,17534,1992,2,110.6818938372434
26,91,5400,3314,2,95.47447744418973
40,75,9416,1772,1,85.17858875477152
43,80,10974,3945,2,108.82449176466969
31,99,11253,1955,1,91.04678359769582
19,99,5547,1973,1,79.66926989073022
27,94,16727,2594,2,114.60286732382893
23,66,128,3587,3,124.08752971400398
39,79,12942,1960,2,102.36707797715056
49,97,4988,2493,3,117.90349890365698
42,74,14156,2494,1,88.23436598104931
43,87,4914,2484,1,74.65824101950439
21,69,14907,3139,2,97.92144815822436
45,89,13505,3370,2,100.58876384254162
47,65,3036,1929,1,70.25508907104532
20,57,5163,3711,3,119.21533793936045
58,94,18863,1574,1,85.21426366021126
25,98,18435,2868,3,126.10817839755894
23,80,15741,1921,2,104.88206322734734
26,56,12015,3960,1,86.47354735096349
18,53,5441,2996,3,120.42566432940514
19,56,1471,2220,2,97.67679510436005
26,90,3106,3651,2,97.88772016683706
41,64,11700,3422,2,103.83100950527083
30,80,1933,2399,1,69.49167114188765
56,89,17174,2085,1,84.25085567969815
50,69,2213,3271,1,70.06316804201042
32,62,16012,3095,2,111.68990357995966
50,88,4081,3242,1,73.02027615432226
43,57,2622,3116,2,100.67271235208528
42,95,7511,2519,2,99.62486060143875
51,70,14471,1823,2,103.43582453523881
48,65,6479,2054,2,104.06913187616622
57,90,9392,2290,2,87.40004683863101
58,99,12311,2082,1,80.00594109580949
40,50,11783,2445,3,119.22727422253818
30,96,19006,1680,3,131.42435062977356
28,73,5569,2715,2,105.31716848281197
54,90,488,2686,1,62.251886261813006
28,57,6244,3447,3,120.89100365487364
31,83,16680,2199,1,87.94434122118322
44,71,1075,1944,3,112.02127239461741
39,88,7279,2800,1,79.57995797225561
38,52,18593,1806,3,129.32065439532272
23,70,11365,2978,1,86.22304803086712
30,88,1370,3696,2,104.92578983008944
38,81,1772,3105,1,69.67965462841671
33,76,18245,1701,1,93.497018835641
25,94,4420,3567,2,100.65853185090614
48,65,5208,2700,2,104.44015511220516
28,66,19919,1579,2,107.57389820585645
22,93,6534,2402,1,81.4520692363338
20,52,2353,3712,2,88.95443770715643
21,97,13603,3239,2,115.94830249990707
59,96,5966,1988,2,103.03223717502111
28,55,5282,2513,3,119.23100223076693
42,74,17958,2192,3,119.53116755065076
37,63,16320,1538,3,125.88984411457551
39,50,13492,1682,2,112.75866381805778
47,71,11924,1797,2,106.56757278529336
31,84,11392,1943,1,88.76697702431596
52,55,259,2810,1,72.13091118024094
39,77,5138,3268,1,80.6445735858547
52,91,12662,3955,1,70.11897724101962
22,74,4119,2433,1,82.68089781470442
20,82,4636,3233,1,88.21081901626285
35,76,10616,3847,3,121.0296803114985
27,85,10152,2168,2,106.8476854013129
37,94,13334,1552,3,118.6585587258528
30,84,10695,3335,2,112.44329370962295
31,71,4474,2371,1,75.99067115068111
19,83,11820,1513,3,124.2997159180421
45,75,9265,3851,2,105.77393645170724
46,87,14368,1536,3,120.18428442677993
27,96,16232,3742,2,105.6942140052866
50,88,14768,2562,3,126.68952491403586
45,58,17194,1568,2,113.16154346191443
48,51,11701,3806,3,119.82267786109708
55,63,10002,1776,2,92.64612425622425
41,74,5977,3338,2,100.46047699012357
25,71,19455,2953,2,111.19564344632333
52,97,13937,2430,3,121.1006515728324
25,56,19700,2336,1,88.67904792200257
50,80,5070,1823,3,116.23462778625975
32,91,1743,3655,1,72.85709206200055
58,92,19722,2687,1,97.16744023286141
44,60,15007,3648,3,131.1213014492073
59,59,9865,3607,1,87.1260228536181
32,51,6099,2788,3,129.92519859501897
23,77,10875,3154,3,131.32910900569308
32,88,17096,2652,2,105.468181459634
46,66,16937,3495,3,123.37778823238392
27,70,9772,1983,3,126.39121197807665
45,87,5988,2365,3,105.20935010114769
47,74,2237,1717,1,73.68605687605586
40,56,13387,2811,1,90.97572310148075
39,72,13905,2329,1,81.18380418413369
55,57,5912,3571,2,94.58221880307646
23,75,3183,3270,3,114.72108737019802
21,70,6017,3149,3,122.96089128471982
51,65,9706,3318,3,120.94514127225855
51,73,8844,3487,1,80.81748742143246
42,53,16493,3633,3,127.87274246205077
39,87,14371,3207,2,112.01997112045588
44,56,2311,3005,1,77.58468066938545
38,59,9590,2915,2,105.85947966991304
48,61,4838,3241,3,114.29214153766168
29,58,15211,3870,2,109.75309274035371
26,64,12668,1646,1,89.24713944894992
41,80,1689,3576,2,87.09153898325646
39,55,6481,1591,1,72.34637134402409
42,99,9967,3412,3,121.21250243217315
59,56,5486,2489,1,73.27517629738163
41,72,13188,2175,1,81.85506044394717
41,72,7699,3845,2,96.70891910720464
26,51,10662,2324,2,109.29230664874324
21,84,3691,3905,1,76.8100992600688
29,66,7203,2948,1,80.45592635949544
58,53,13478,3144,2,104.76122017088093
49,61,1310,3824,3,121.47828495268031
33,89,305,2261,1,69.43668664307623
52,54,5859,2139,2,97.9757552961862
33,60,5093,2617,3,117.2677701754232
41,87,1664,3813,1,76.11477311152366
31,89,15240,3165,2,106.87149226470753
50,61,261,3642,3,118.52854413743925
25,96,13318,3837,2,105.97523740766317
50,50,16166,3968,3,129.17190016175917
45,76,9738,2486,3,123.42698115072149
33,92,19746,3667,1,88.22906696681017
20,67,2960,1952,1,76.60194682177384
39,98,11662,2616,1,92.34659718232594
37,82,11367,1910,1,91.66683949927138
45,79,8189,1833,3,116.23918133493751
46,60,9015,3398,2,96.26809869309861
19,55,3673,3656,2,97.7554022486108
40,62,16951,1742,3,133.49569734634906
37,58,5961,3187,1,77.15051151558461
59,79,3770,3850,2,96.22528539219867
47,52,4254,2016,3,120.48237883142633
46,54,19846,3522,3,132.07988552158133
30,53,17656,3491,1,81.06541614563167
26,97,9011,3428,1,79.17692155733393
26,56,18224,3367,2,112.11018865504246
20,61,10396,1849,3,133.7019560133046
48,54,12253,2733,2,110.00340712401325
55,89,12402,3969,1,77.70603486701854
29,71,14120,2118,3,121.86716392612294
46,91,3778,1926,2,88.08060840199708
57,63,15586,3531,3,127.15203626432837
43,93,19734,3595,3,136.261944539698
52,77,6385,2044,2,97.35548410537909
40,53,4106,1968,3,115.96037483596533
42,95,9014,3181,2,97.96520414175659
42,52,16025,1711,1,85.3848083002475
26,58,10503,1625,3,115.68066448487484
49,50,15892,3858,3,126.89341040971662
39,99,8045,2198,2,93.16541499624175
25,50,5032,2715,1,77.09873325365821
44,67,18834,1623,3,129.87300058585498
53,82,6185,2523,2,88.99634733259703
42,86,15893,2969,1,84.28842215274157
47,58,13868,3229,3,119.61353572642176
28,76,3202,2750,3,118.02482393730413
41,88,5059,2297,1,75.05607660569514
36,81,2461,3472,2,102.34878806900292
57,78,10307,2763,3,117.89118176822151
36,96,11166,2324,3,122.47162204227342
47,94,14693,2668,3,125.19241551170607
25,97,11150,1621,2,104.38823737745184
23,85,5055,2394,3,116.89495137406963
56,91,12311,3924,2,99.27836447822602
33,52,185,3933,3,105.0900808881158
50,72,12609,2413,2,99.9685342563456
51,58,3518,3292,3,107.54479564570795
25,55,7230,3875,2,109.92098878783798
34,62,17134,1612,3,128.64085318018206
29,91,9385,2527,3,124.62298627758456
41,56,19565,2808,2,107.02233298315576
54,68,1900,3175,1,71.02667545519445
31,65,18459,1506,2,111.60777097632479
29,50,5832,3193,3,126.1702109870517
39,73,8974,3416,1,88.11992007637835
57,82,14652,2535,3,127.6147356055927
37,65,16586,3618,1,85.56934401494955
43,82,12403,2987,3,130.40740569789588
22,66,9966,1553,1,86.1805533391338
43,59,9136,1877,2,93.01351396205325
45,60,10525,2332,2,95.60047237286638
38,60,7196,1535,3,128.08904577943602
40,57,16010,2401,2,108.85555436638751
37,52,2158,2343,1,69.16254458775325
39,72,6457,2866,1,77.73836230454386
34,90,13585,2084,1,89.93718328204073
37,96,4514,1588,2,98.54703346065938
45,67,4721,3578,2,95.50717112030303
50,54,3532,3251,3,105.77824158804593
49,68,2273,2829,3,121.4871107512876
42,52,18204,1638,2,115.80033309716458
27,52,3026,3446,1,79.63274101735128
35,65,11985,1560,1,86.97088546855923
44,84,6451,3917,1,72.31465053005694
41,78,1278,1981,2,95.34715765166467
53,82,16653,3169,2,104.80412677175404
51,90,6715,2487,1,76.76988259254578
42,84,5208,2400,1,77.80624105955388
57,71,7616,2381,3,108.56630207416953
28,74,6599,3242,2,98.7937938427879
40,96,18402,2323,1,97.03448506408047
57,94,9835,3434,2,97.37502793140678
40,80,7548,3291,1,77.74118766822875
41,80,13954,3234,3,120.54285850025211
55,92,9131,2091,3,110.52855901690144
27,79,7934,3464,1,83.73676094777707
20,80,14049,3054,3,133.73343603986717
58,92,5694,2339,2,99.59313988082357
21,71,629,2821,1,75.15924215870673
20,98,14327,2259,3,128.6803616411795
56,60,17694,3347,3,119.2356985295135
44,99,16403,3354,3,126.92170968923611
59,73,6358,3807,3,117.7814275418645
43,82,4222,2935,2,102.04908349698002
41,86,4460,2571,3,115.27033449327732
48,92,10103,1839,2,101.48730350596252
18,95,16030,2026,3,135.45982211613844
52,50,8800,1596,3,126.29869135800787
31,72,15019,2385,2,106.28850875098553
46,66,15561,2574,2,113.90435746098689
48,65,19279,3693,2,113.6560979155469
40,69,6611,3225,3,126.95172139759859
45,60,8205,3154,3,114.99671646532269
57,54,9767,3003,1,72.39366961938745
18,97,4322,3083,1,83.54719683292728
39,83,13439,2849,2,105.48437541608901
22,73,5789,2624,3,119.51267324417721
29,56,17613,3129,2,113.14207545873252
59,69,10899,3909,3,126.65177510030384
36,50,16699,2053,1,84.47387302127899
46,59,15473,1789,1,80.70786069617284
50,73,9741,1743,2,102.24669775970716
27,68,7541,3920,1,81.70957745534332
55,77,75,2371,2,90.88383951945438
54,90,17674,2128,1,83.68338805030916
22,95,8215,2563,3,132.89786575996064
32,63,1744,2544,1,72.16378729108035
18,64,7596,2518,1,85.3653263228375
27,52,1974,3644,2,99.88057233896852
41,61,9735,3508,2,99.01989971210845
33,69,16895,3022,1,95.73380083056593
53,51,11251,2539,2,104.68799349381673
41,91,6673,2312,3,124.76836947521868
50,94,14814,2596,1,91.1812363877342
29,54,16862,1871,3,122.3573706147862
22,98,6174,2871,3,117.44354051214562
47,99,15609,2504,1,99.73036272635143
33,91,12049,1595,1,77.0306655466379
56,93,12744,2894,2,104.59317936786456
57,79,15348,2024,3,128.12715117065252
47,72,12856,3806,2,105.55677488142855
47,95,15067,2100,2,101.42416410204109
57,99,14714,3204,1,77.9558694713909
59,73,17005,3098,3,118.58378720614287
59,86,8344,3076,3,106.5017878397966
27,70,12778,3180,1,86.05940147777766
57,56,15355,2424,2,94.1870867268887
26,69,3474,2109,1,75.12769855058906
34,81,9769,3409,2,109.94977671531589
53,62,18341,2255,3,131.33764209531796
54,99,1314,3513,3,110.75242641077581
49,71,12116,2042,2,99.31804732305737
29,91,4137,2525,2,99.30734489935227
57,97,16300,2461,2,108.07794698318885
41,56,6100,2290,2,95.46421314608482
36,92,18456,3199,2,114.8554652086239
35,87,3672,1873,3,121.31089203961844
32,83,3547,2486,3,111.68274678483364
38,63,16656,3226,3,123.36117633429689
32,83,15942,2180,2,104.47498957235267
40,50,15058,2708,2,110.02337575270928
46,77,17007,1687,2,104.77021001388843
46,82,1508,3869,2,90.62429169823865
21,83,8700,2277,2,101.41272147573761
19,59,1638,2152,1,77.1851287121407
31,52,970,3365,3,115.23422879502978
42,83,18143,2195,2,106.07806472136123
53,79,19812,2639,2,111.65720101584944
29,79,13416,3295,3,134.34136482373367
52,84,14570,3860,1,83.53232611920032
46,75,15001,2715,1,83.71530788649085
57,75,19721,3334,1,81.91513072812263
20,66,4169,3222,1,85.442507736665
28,58,8483,2639,3,120.99693889537883
52,99,14102,2427,2,106.18479872335561
58,50,533,2103,2,89.41863739408433
58,56,1639,1512,1,63.02685687070772
44,72,12836,2166,1,77.51808179353456
59,84,6393,3062,3,120.28966804092488
52,85,14335,1969,3,124.62032295644212
57,50,13131,2119,1,82.37133072403324
35,76,3520,1943,1,77.83299403685633
48,62,9760,3629,2,101.66597663046764
33,75,2840,1643,3,122.51245714300978
46,99,19150,2496,1,83.65629224466889
25,57,15928,3631,3,132.4637913603631
47,54,1800,1712,1,68.68848133060466
39,65,16800,1926,3,131.6476958046226
35,96,2165,1583,3,116.79188050644929
35,59,7498,2669,3,124.16333747486269
50,52,19505,3261,1,79.71431205759394
51,84,6949,3927,2,113.75175027110627
59,64,7830,3898,3,112.84425556257109
32,51,8453,2648,1,74.91971650058944
25,74,13561,2823,2,114.42445726385436
49,53,5624,3026,1,79.51715546665878
54,77,14325,2618,3,113.51356872023345
40,76,19473,3449,3,130.14132001880546
47,82,395,1887,1,70.76658092272466
29,59,1372,1843,2,96.67027257377387
57,63,17253,2692,1,79.4697897884569
20,55,2891,2740,3,113.42025100669267
47,89,16041,3755,2,107.62952197165312
44,66,14377,3638,2,107.77255058188042
38,61,2831,3890,1,80.9425984370914
56,95,10463,3714,2,102.09941851377009
40,71,12841,2326,2,97.54417977013563
32,65,17133,2344,2,107.32989337465456
57,71,3416,2489,3,107.73374844608672
46,62,7697,3535,3,118.03231041056004
21,90,15558,2729,2,107.53200915229982
32,81,8732,3691,2,84.88486368532583
20,72,8651,3793,3,129.60945553102516
20,91,1389,3650,2,96.84413619037979
31,91,5895,3664,1,68.8945768340473
56,89,17384,3102,3,127.00655252000642
40,56,19456,1771,1,87.94667351771884
26,77,5287,1971,3,129.99875371469756
52,85,15332,3007,1,95.72353102776415
27,68,12142,1536,3,122.91513336211567
20,92,14054,3502,2,111.956217373088
46,66,13111,2216,1,82.3196548620377
43,80,4914,1919,1,77.34912393247559
18,99,16064,1521,3,131.72441643359483
51,95,6999,3975,3,109.55316045522042
33,73,18074,2665,1,89.6616290073899
51,95,11639,2797,2,102.40262943406582
45,97,11507,2393,1,76.15088229390535
45,69,3657,3262,2,90.8621468062187
27,59,18585,2988,1,93.59722735160086
53,86,5717,2696,2,88.30770871511359
50,51,3744,1756,3,110.61133890443384
23,74,19230,2172,1,87.71325321451835
48,60,2239,1873,3,111.55216784913536
56,69,19354,2504,1,88.53144313393625
43,64,9129,2315,2,100.50271991699415
47,76,14806,3437,3,119.78163857839915
59,55,5658,1919,2,97.7909976034401
54,72,14768,2315,3,115.18374149578865
44,91,9304,2609,1,84.81930772475178
48,52,2627,3237,1,72.9030964500458
57,91,12595,2773,2,97.65861730243415
50,62,14440,3826,1,85.37772896518969
19,66,12445,2806,3,115.91697182670225
27,70,16085,3547,3,124.8487019008925
36,71,19153,2899,3,136.09637272356343
40,67,18587,1826,3,128.76833314240594
31,93,18699,3766,3,137.5352557704125
37,74,3077,2189,1,72.22953643906203
18,68,9718,3664,2,114.95861107686076
50,89,57,3371,2,85.01245912213213
19,69,9411,2673,3,119.04155230860866
21,95,4881,1922,2,94.34077642945302
23,64,13981,3009,1,98.55942639950771
56,83,17463,2792,3,119.8501896702289
34,58,11517,3654,2,100.8959003081738
39,74,695,3184,1,71.7398331987105
22,73,1737,2885,2,102.770270943882
59,54,1624,2187,1,64.53968671752328
20,99,15921,1602,2,122.282927817073
47,72,16018,3963,1,92.3338027853382
39,86,9820,3472,1,81.56394812076279
26,60,2124,2480,3,122.0897994785437
47,53,6068,2840,1,74.27630634497528
27,98,15569,1742,2,116.67900717136907
25,92,498,2181,2,99.8768836971531
50,86,18060,3383,1,83.18219615152921
39,51,14797,3528,2,108.77215460811617
19,93,19480,3448,3,133.86455038732007
53,88,9968,2585,1,74.93078475237769
55,59,13653,2307,3,123.29041021299977
40,71,3935,1552,2,96.68498451195735
21,93,4448,3861,2,91.19133764870165
18,53,19312,3206,3,139.3857721999732
20,87,4347,1844,3,120.75534317730792
36,86,12321,2821,1,82.0046814684545
58,84,5159,2636,1,79.317797998056
41,93,6735,1721,2,94.30181387460046
31,51,2582,1994,1,82.38498384393432
46,79,16904,2736,3,129.29086633976434
34,84,3359,3333,1,72.90112201480065
43,82,8296,3087,2,100.9376801659521
22,79,2749,1767,1,83.30325471545108
27,53,18215,2703,2,116.94551645030585
34,60,12385,1980,2,116.70309708980808
45,82,6883,1802,2,100.73416077799158
53,62,4855,2984,1,68.98893293081642
47,98,17807,1822,3,128.98946622942245
27,63,8145,2240,1,87.2305737779877
54,86,16307,3201,2,97.74206492009894
40,96,1310,2650,2,99.50762869882286
24,73,11386,3828,3,123.56109615714645
22,59,3122,3221,1,73.64269471876351
35,90,18167,3504,2,103.26018555327575
18,89,10797,1511,1,85.92405216541741
42,53,14321,1963,2,112.67044416326526
47,92,1588,1540,2,80.46719983034089
42,78,11887,2629,2,100.32300955530226
27,58,11566,2750,2,109.40932455167608
43,83,10820,2930,2,99.42831664375484
30,52,15567,3773,1,95.68551731618196
35,66,12841,3254,3,123.02845714847167
49,84,1424,3130,1,74.88280812751
23,83,3788,3332,3,126.72018302428995
23,92,15093,3067,1,100.19393243215013
54,74,13169,1927,3,115.37245339044343
56,72,18125,1581,3,127.37964210384634
27,83,16806,1685,2,118.97275620511019
42,69,1248,3728,1,64.98138639604176
26,67,6206,3616,2,104.95995841192365
50,66,5089,2053,1,71.27004290797566
58,88,3564,3313,2,91.02502528604174
18,92,1177,1894,1,74.781759467773
37,85,11504,3507,3,120.01791603767515
32,99,6668,2008,1,80.55878711578818
27,99,6601,2237,2,101.2570446131904
28,58,6041,2974,1,86.43635653258849
52,87,10880,3292,1,78.4333635447954
54,57,15407,2944,2,106.62864053419895
20,68,8828,3751,2,100.08743638143959
44,62,1942,1941,1,71.94648424455774
44,84,6795,2704,3,112.45914625487684
55,92,10437,2298,3,114.90566619025208
36,58,6051,2351,2,96.35432170450397
41,77,1463,1968,3,117.7987853204937
38,50,13972,3918,2,104.67830066650922
53,68,10992,3882,3,120.20755647767031
49,96,19117,3054,1,86.10044838332912
57,97,661,3947,1,68.69774470849819
18,79,12982,2690,2,108.64760060472086
55,68,14032,2813,2,99.8673483291616
45,58,4688,3268,2,96.25284140651978
42,82,5839,3256,2,92.40384591142504
18,76,16771,3271,3,138.66402362714967
32,98,1203,3361,3,103.41158140934229
36,81,2692,2367,2,86.93606499381407
52,90,12000,2165,2,94.40896290270129
38,52,9292,3718,3,130.66827198528787
51,71,1255,2890,2,90.2548703296675
53,61,18511,3471,3,119.79472750995413
29,70,18225,2961,2,114.20469508483136
38,91,11058,2787,3,127.09762088481847
18,73,12794,2184,1,86.51093560682388
29,54,17212,3737,2,114.55595932426004
18,96,7996,3624,3,123.4591486906496
47,73,17355,2544,3,127.26043360066446
49,62,8370,3265,2,97.7692136410604
32,72,7697,2152,3,117.96976434073463
32,84,14498,1505,3,126.83744862533528
30,79,19069,1723,1,95.59756801192547
19,80,6154,3229,1,83.46506028341518
28,63,6130,3514,1,82.1923013774068
21,67,13818,1678,2,106.40954267418299
38,65,13041,3941,2,109.30673379799771
47,98,8259,2128,3,112.42913398704667
37,59,14626,2160,3,125.94029381513168
43,83,14133,3523,1,76.44949914954898
30,75,11273,3745,1,88.04711266805305
28,99,7628,2169,1,85.67483217324474
51,90,1624,2774,3,122.560913137938
28,68,15229,2096,2,102.2514003439246
57,95,16626,2903,1,85.65789316834775
40,94,7596,1654,3,125.95847728550876
49,65,7400,2656,3,117.58334700676676
33,90,14035,2796,3,127.72351583715127
23,97,6648,1728,2,102.98634461723954
50,89,13595,2590,1,86.89754040635063
34,72,1810,3364,2,102.07682411266472
29,81,19543,2124,1,101.16560816994419
34,70,17373,1509,2,99.38161842775938
41,94,2274,1901,3,117.20120626596217
34,85,14848,3609,3,133.9719806233475
20,86,8443,2630,2,107.07313961446029
32,88,8395,3588,1,85.47086299784878
30,80,14267,3172,1,90.04839830255891
43,76,12280,2007,1,79.2568714553751
55,76,4581,1889,1,61.88239786700046
58,93,10931,3198,3,126.19127815210362
30,66,7013,2406,1,79.94685745298945
53,57,1882,2990,3,108.65191083930267
44,67,8019,1654,1,77.37687112270807
57,99,16545,3446,1,91.88460244911158
30,73,2837,2579,1,75.45127724771007
37,86,296,3662,2,91.88066997258342
44,61,9813,3919,3,113.8246374392798
59,65,5755,1948,2,86.44472380247095
50,57,5207,2659,1,84.40454810787567
24,79,15397,3687,1,89.15655714682441
18,58,9693,2349,3,124.25979178068467
21,97,9910,3481,2,100.73545963010439
44,62,14353,1762,1,83.82274378209028
42,84,9475,3424,1,76.6627482949054
50,55,10047,2462,3,123.58182411041881
