age,weight,steps,activity_level,workout_minutes,calories_burned
37,91,19348,3,86,3006.2291633761824
35,72,15129,1,109,2780.975073872511
33,55,3731,3,95,2483.739021216861
20,56,826,1,45,1769.3888527146132
51,97,14626,2,81,2620.908870455236
50,76,13294,1,2,1845.902821368936
33,55,18182,3,58,2791.7879337093054
40,79,10003,1,64,2149.396733185045
41,53,11430,2,49,2248.8763307977906
58,58,17031,1,58,2350.968392285272
45,90,4135,1,113,2349.2928454422095
19,95,347,1,98,2093.9816313924102
19,63,16121,2,65,2666.113156395286
48,68,1763,1,93,2101.4320829818307
26,92,3267,3,99,2536.219913268912
54,82,7811,3,3,1877.0030753940723
38,90,15858,2,23,2251.080084403413
29,60,2209,3,102,2478.1731287155467
35,94,7544,3,16,1985.6110216591971
29,58,11251,2,88,2546.2281680826813
44,78,19779,1,66,2607.8113783326257
59,81,6678,1,40,1799.625468305631
42,83,12412,2,33,2242.711259320931
49,87,13943,2,28,2158.321273887453
57,86,16363,3,112,3058.03084253013
52,73,14968,2,64,2549.57319624657
20,65,17899,3,62,2770.8153216873197
22,93,17821,3,65,2871.160970220114
28,91,4935,3,100,2606.755271682179
30,53,18477,3,14,2431.2610179474436
32,56,13572,3,110,3018.9925135815183
50,64,1380,3,71,2142.0878339699557
33,77,16789,3,75,2892.2585714241445
58,60,7662,3,106,2751.373586020007
43,85,7098,1,25,1706.2318657767496
18,76,581,2,0,1437.4024988427016
30,58,19583,3,75,2968.9686274413243
44,94,18416,2,11,2276.851438780865
34,64,15977,2,112,3020.9385427206003
43,70,8470,3,10,1965.819717212588
52,53,6807,3,102,2653.150600263989
58,67,14054,1,116,2741.3867379906233
50,67,4159,1,57,1942.2395051126616
34,85,11781,1,96,2628.12180600824
33,59,10108,3,97,2700.171696095064
48,94,4066,3,102,2584.216421571804
20,62,7947,1,32,1823.5342982254397
40,58,15160,1,8,1966.6657515476074
43,82,19507,1,71,2659.943354449177
37,63,15161,3,101,3090.3445982892717
32,99,7908,1,113,2456.5704336834247
56,97,5955,2,22,1787.2848862883939
53,85,3437,2,111,2404.388031610032
21,91,4597,2,21,1849.0526349257325
53,80,18558,2,31,2474.7346067511185
58,53,17703,2,54,2538.520370425298
50,88,10942,1,79,2302.8846004300385
25,59,13612,1,98,2672.885012132253
35,71,12036,2,42,2302.520932649288
20,94,19967,2,119,3092.1776223091997
55,58,12724,3,105,2838.604864677089
36,80,4010,3,39,2100.1088085960887
52,57,19896,2,101,3029.3421639383355
29,85,11631,1,103,2592.054409238443
37,82,6933,1,70,1979.5457406954865
26,68,12434,2,63,2404.6898146506724
55,83,8026,2,68,2181.001445319492
31,71,5932,3,82,2487.6975949990892
57,76,14285,1,61,2336.862265804557
25,95,10452,1,17,1723.945513295699
55,56,3916,1,54,1804.617296812254
56,50,4314,3,100,2457.2836769801384
28,60,17190,1,31,2258.2330517426044
34,97,11172,1,88,2353.114484414397
22,81,7942,2,54,2208.0378766276312
59,50,17555,1,106,2809.266913239311
42,94,16460,3,8,2242.450835920342
59,72,4972,2,7,1591.9990303931747
19,86,19120,1,32,2376.779179267823
24,82,6691,2,35,2020.6964407785042
43,91,19307,3,67,2813.7921358267154
26,99,7127,2,83,2385.9817696760542
24,91,406,3,2,1658.9317919702773
43,81,938,2,110,2356.3067344522256
40,50,15715,2,37,2419.957111100082
57,84,14987,3,13,2213.0445101713
35,66,17469,3,35,2515.0507058280673
44,70,9404,3,87,2641.533879302416
35,95,15907,1,100,2815.7873662634097
25,86,5082,2,64,2343.2103527231307
36,57,6705,1,45,1989.5907402712114
41,89,12112,3,42,2425.952485648447
38,99,19969,1,5,2195.6452993258263
51,95,11716,1,92,2470.8970580891137
56,92,10930,2,86,2533.1217192073805
19,99,4214,3,97,2571.5069005994583
56,80,11857,3,109,2912.55481732354
58,76,785,3,53,1889.1615630213253
43,62,10160,3,49,2312.0495755718352
57,92,19901,1,116,2959.992671154795
45,50,6592,1,62,2030.045795493944
31,68,3792,1,38,1721.0885269672672
20,56,8606,3,36,2252.0160285290053
49,56,19149,2,94,2847.4657747108404
27,78,2779,3,3,1712.784451824811
40,86,3767,1,3,1434.2352181305612
20,58,7464,2,103,2614.7708192947534
57,81,6581,3,48,2104.145778782942
44,80,9224,2,7,1839.9031201811947
28,62,14584,2,37,2372.9397943668287
40,71,16402,3,50,2547.7238365007
46,79,16133,3,85,2910.322584687629
30,66,138,3,74,2259.291286560803
44,73,19638,1,96,2884.70626596334
33,86,9670,1,4,1719.637641205657
41,78,2757,3,42,2093.7494662821086
26,52,19213,1,49,2526.299220930113
49,73,16276,1,20,2059.672638540095
28,70,2123,2,99,2349.6120747248942
46,79,19142,2,46,2497.2022909370185
29,59,16625,3,116,3198.144379872676
37,95,8238,3,78,2418.933409236671
32,75,7025,2,89,2401.448608515071
26,91,8838,2,100,2646.8416303872245
50,91,2039,2,113,2349.82708498466
28,50,11342,3,80,2707.4160271244455
20,58,5987,3,14,1922.2627884729386
36,73,11809,2,55,2323.0449361279293
19,55,1287,3,20,1791.50850653372
37,98,14328,1,39,2176.8009063584145
50,75,14842,2,80,2591.3178081470564
49,95,16643,1,117,2912.5384857167273
39,90,15428,3,47,2552.668243143264
58,63,7760,3,83,2488.991525278465
39,78,7839,1,77,2191.894888738408
35,88,16937,1,37,2292.8360128156314
51,57,1792,2,61,1994.0425463562058
33,83,10719,3,3,2055.7337442706007
52,56,14153,2,99,2715.807355400289
58,88,14380,3,18,2290.4160121313234
42,89,13543,3,53,2589.042931307733
25,71,15381,2,65,2611.699165924877
25,52,6791,1,111,2475.1743483375117
30,78,19117,3,28,2616.5795028342036
24,66,2151,2,15,1696.058111649544
51,64,9402,2,91,2454.6695335551217
53,67,16768,3,88,2978.349702672449
30,52,11918,3,24,2237.294757062139
46,73,748,2,5,1481.9296806346981
30,63,16070,3,93,2992.8427139248365
22,53,10626,3,3,2080.412306919819
41,83,8357,1,100,2430.267697687472
22,68,6942,3,95,2686.305522610697
22,73,4355,3,53,2225.4757897166587
25,52,17636,2,114,3138.847070156895
26,61,3527,3,43,2060.595414141717
49,51,2122,3,16,1789.4823831527528
32,53,5446,3,105,2655.1528083656412
37,69,12680,2,95,2677.160327371073
28,51,1937,2,96,2256.6456654846406
21,63,8781,2,115,2738.059148311445
25,98,608,1,50,1714.169914191282
21,96,14357,1,53,2355.646627853861
35,99,17642,3,74,2949.03602335981
23,95,18187,3,116,3344.5814554233225
54,93,19328,3,25,2454.4768783516015
36,70,3531,1,90,2223.241332685299
31,90,14839,1,114,2821.55766398231
31,91,19963,2,104,2995.168041369367
58,58,8926,1,107,2479.85607153824
57,95,11229,1,91,2397.708865592868
27,82,6526,2,76,2347.64355094772
46,75,8661,1,32,1881.9300542952067
51,86,3524,3,26,1998.691407805277
39,78,4825,1,106,2221.0367178215315
49,54,13532,1,6,1855.5602359183774
22,60,13094,1,59,2311.7476425777527
19,92,14159,3,42,2572.4677458920164
30,59,12383,1,97,2600.0579710329425
27,68,7449,3,44,2240.7348570365743
59,65,12160,3,105,2899.4885839947165
31,80,18701,2,17,2392.1972620059923
21,61,7922,3,9,1927.7820104847785
59,76,2594,3,7,1655.624703583823
22,68,16714,3,74,2934.6631062800825
52,67,2570,3,37,1882.6548520683962
36,83,2126,3,87,2415.3378303937557
53,70,17785,3,40,2586.581646287172
57,85,14099,3,25,2255.0751589517695
31,72,16527,1,76,2580.369283031294
49,64,9662,2,0,1822.9137046480314
29,51,11020,1,74,2281.6470204096136
36,78,10224,1,78,2339.849813400314
25,66,3365,2,10,1674.5998389818678
39,53,5608,3,102,2690.440340948582
38,62,836,3,32,1816.1081388807365
32,61,5255,2,28,1876.176971663775
40,83,11180,2,44,2273.1602607869736
59,69,7573,2,98,2504.5025844767665
52,64,2209,2,31,1730.4894479710624
28,95,1870,3,30,1967.564770691893
18,76,11800,3,113,2946.3300748999286
30,80,13044,1,24,2051.2649416447534
55,74,5606,3,83,2389.485658788137
22,66,9519,1,20,1796.265492165669
45,80,3153,1,62,1913.192824504845
58,65,17017,2,58,2522.743208087298
35,85,19069,2,19,2336.099909849191
27,57,18531,1,27,2321.861292195595
30,68,5332,2,73,2315.8677496915616
20,80,18612,2,64,2770.193196609628
54,50,6401,2,80,2318.7893983579606
52,51,12201,1,25,1938.523281603931
36,64,13935,3,11,2179.0073940123802
36,67,19642,2,59,2754.824720663962
43,91,1297,2,95,2200.7654972762784
43,86,13619,3,99,2882.510455100953
55,58,11180,3,77,2695.561542933118
50,97,4007,2,112,2406.8713078365727
24,91,12483,2,90,2552.03946633895
30,61,9190,3,52,2293.588370293311
36,51,14980,2,21,2158.206748432248
31,56,11841,2,71,2517.1283782925184
48,60,7992,1,38,1920.2880257626814
43,80,38,3,85,2232.2586012668175
45,57,13575,1,56,2267.687823821266
56,88,1239,1,97,2052.974711747493
57,85,6055,2,0,1641.6109836242692
24,98,1779,3,75,2290.380658329454
46,76,2914,3,35,1983.332137130233
51,82,998,2,94,2217.8700874306696
32,68,6922,2,23,1929.9363381286594
44,90,287,2,47,1793.3443963035954
30,84,6046,1,53,2005.8830805796795
43,62,18414,3,119,3239.436566734647
37,65,7679,2,64,2337.233913784539
54,72,7693,1,14,1741.3250778069396
55,77,12327,1,65,2329.49333173959
32,53,2570,3,104,2492.7003134615975
33,74,17161,1,67,2491.455016951186
20,56,3900,3,83,2436.925129547998
24,78,4403,1,60,1984.8416055521386
37,67,12486,2,55,2421.8485606824183
24,50,14568,1,28,2161.697838525877
36,84,8366,1,74,2240.7203929014495
34,51,6480,3,85,2461.129040263469
33,52,19235,3,49,2649.538397784304
36,82,2915,3,89,2436.2998680743594
27,56,5684,3,96,2605.2286318962992
58,73,15410,3,109,3005.7725791246294
26,52,13360,1,9,1937.1958754156233
42,70,11223,3,118,3009.6821490213556
57,71,4477,3,83,2427.283593971028
32,83,17946,3,99,3102.7279336252586
18,96,10888,2,30,2047.472192121124
54,91,2886,2,52,1909.5619067622445
55,79,4105,2,70,2109.1554167848126
28,55,1892,2,59,1993.488922033411
56,69,5812,1,79,2122.754771746401
24,97,8249,2,41,2135.230502012473
54,95,41,3,88,2234.9515411493812
55,73,18791,1,6,2015.0627906493576
29,77,5832,3,8,1895.4435866712774
43,81,896,2,49,1914.2129632653982
46,91,4470,3,89,2481.189646123184
24,52,15794,2,58,2496.599906401192
40,69,7920,2,8,1802.7223206013296
50,51,6428,2,74,2272.140363271666
51,93,4816,2,78,2254.832105164871
18,75,59,1,44,1785.177542163997
28,87,11994,1,96,2482.5982915711243
47,87,6550,3,64,2312.0555507042263
50,72,18869,2,112,3062.6537174750524
43,78,10885,2,0,1872.4580469454334
54,98,9624,2,15,1899.4287163714598
24,81,11226,1,76,2359.9260822005763
46,51,7621,3,43,2246.0444132020675
28,57,8493,3,1,1883.2702429006692
37,76,16051,1,5,1916.360640550872
43,73,16579,1,70,2455.886876163067
42,98,3170,1,0,1347.3057237801956
32,75,1139,1,105,2230.1518185352365
32,98,7884,2,81,2361.7547475894294
31,78,3441,2,26,1895.5136194934992
44,92,16623,1,56,2392.8829189657035
36,66,7477,1,62,2041.0582122502947
28,84,15629,3,43,2529.75410819001
38,92,12298,1,68,2343.1039117903283
51,84,617,2,11,1571.267032224818
57,69,3437,2,4,1538.0875719434011
33,99,2890,1,15,1536.2271211733232
22,75,16066,1,99,2770.0599841282005
25,65,17650,1,32,2246.3814243527836
32,98,18851,2,114,3151.0297736025195
28,73,14581,3,99,2942.4915777488395
48,50,9561,3,100,2729.5267265296593
43,77,10385,2,29,2157.1052598432498
32,59,17128,3,56,2664.4773982093598
19,93,13630,2,24,2185.8336206976405
51,83,348,2,58,1822.3608485071295
57,62,12309,1,74,2310.5477060645153
26,70,10985,3,3,2054.897457651383
21,52,2133,1,37,1660.3994831761827
53,83,15467,1,89,2609.740539668057
23,83,1803,1,12,1362.8689394566366
28,80,11842,3,39,2416.7561709857378
24,70,16334,2,111,2963.3354530442593
20,62,15395,3,102,3019.870539039644
19,98,10030,2,25,2012.944471714002
33,73,15801,3,24,2437.3176970537006
42,97,2709,1,49,1804.3212205893863
49,90,14013,1,5,1810.4468559442337
30,52,8500,2,81,2388.410780280838
36,80,19200,1,59,2443.9472620709976
36,70,250,2,44,1835.1806847964326
52,53,15699,3,16,2280.337025490966
32,57,2077,3,15,1744.0323076086358
28,82,7322,1,99,2311.3572787329217
51,81,5208,2,6,1685.9757879672657
47,66,2546,3,50,2079.760013133841
37,56,6313,2,0,1613.26156234118
56,86,9882,1,117,2468.1364356142635
28,86,12397,3,97,2801.3810898560846
30,83,9801,2,92,2576.0100898908377
22,88,3600,2,60,2074.5285715806517
45,95,10285,1,13,1828.681579431792
52,93,1949,2,30,1706.9748716995625
53,90,14252,3,35,2379.4374792504973
34,87,9056,1,86,2371.8736967791897
22,85,15390,2,103,2814.375667027548
43,99,16038,3,32,2530.716350545478
25,58,1471,3,47,2046.4840361188162
32,93,10680,3,81,2742.3901835234915
59,58,16056,1,82,2531.5008967674435
30,70,16237,2,97,2850.3278359596948
52,84,17071,3,32,2424.7487193787924
41,81,16423,1,55,2350.101294305001
47,74,3581,3,80,2357.986355053202
32,56,13187,2,16,2125.419104214653
42,96,6437,2,21,1853.504071526815
27,61,3907,2,71,2222.7197336725744
35,57,17376,2,24,2278.7944677284186
20,50,15000,3,104,3054.14655990838
34,73,13825,1,107,2621.163783461031
57,79,12321,1,20,1915.4307651425734
53,71,2246,1,66,1813.7252500010673
26,91,4766,3,68,2388.974689453971
41,64,6544,3,19,2000.3908098181932
33,54,3736,2,37,1856.875296292946
22,54,16443,2,75,2690.3214262752263
58,88,9165,3,97,2612.3291282677565
27,79,6903,3,40,2249.2680118154344
55,94,386,1,77,1881.2238851295454
41,63,198,1,111,2098.454759805876
41,96,3579,1,97,2177.507067416024
46,91,15466,1,85,2523.9966883690154
44,65,19152,1,35,2345.7055735117465
56,77,7105,2,98,2423.1825180274136
42,88,11402,3,112,2971.901477091398
19,93,18252,2,65,2596.7195188765672
56,60,5396,1,25,1583.6496138969362
28,53,18662,3,4,2359.3652597778955
55,93,11977,1,64,2285.650727411366
34,78,6676,3,19,2055.3441008517807
45,50,2242,3,61,2214.877584285782
56,63,15543,1,87,2669.2742431562833
56,63,19596,2,69,2672.6082147671987
39,71,5475,2,105,2492.137868462403
44,96,18478,3,79,2960.9627913179693
27,90,10867,2,117,2814.3392234801004
53,73,10082,1,85,2392.4316925356798
34,77,19853,2,82,2904.2839547458248
31,62,13012,2,33,2266.7489848936452
37,55,7177,3,12,1888.560781558549
43,54,2576,1,27,1580.078622928171
25,82,14082,3,21,2354.375543829788
45,76,8985,3,10,2010.459854082765
31,57,3550,1,96,2162.81017395472
43,72,11963,1,47,2178.877636980158
34,84,9279,2,24,1921.6494974811224
24,56,6256,1,16,1698.319522252812
23,96,1556,1,1,1481.8880961804966
32,79,4105,2,63,2152.397031607761
42,86,2147,1,79,1989.3676204784244
42,85,4363,3,51,2124.125104211069
54,93,13522,1,102,2597.862260872215
36,52,8464,2,78,2414.6833526111473
50,91,8351,3,117,2842.901847016269
38,84,12091,1,110,2645.6474389386594
24,54,9762,3,1,2003.9647578409492
48,93,9346,3,26,2185.765978281326
38,95,18557,3,53,2779.949806066765
18,64,11889,1,23,1926.53032708317
31,79,5531,1,28,1698.8146186390186
41,52,6280,2,3,1712.6558402915211
50,75,11476,1,64,2286.5515076476727
57,65,11901,3,88,2776.0595609196207
37,77,17366,1,70,2528.332305425286
38,93,2681,3,78,2302.997009118754
45,82,10950,2,115,2730.84171642725
55,76,10877,1,73,2279.081461281401
46,59,18783,1,37,2380.8003276841823
22,94,3707,3,22,1920.041447434766
55,61,13486,1,0,1795.0824021439025
56,72,12491,3,101,2846.104439076121
55,92,10815,1,2,1682.1468205491285
35,56,3318,2,83,2226.7996064951917
29,92,146,3,18,1741.11267946546
36,74,17564,3,52,2728.169390565271
47,50,16204,2,99,2847.401680649151
49,72,3969,2,26,1777.552291201022
33,67,9879,1,119,2608.8633006041687
36,97,10054,1,43,1950.094833036693
58,88,16135,1,114,2837.169961662112
56,50,19937,2,8,2230.928465416509
52,94,167,3,112,2485.8697279234257
25,94,6667,1,73,2128.0777383574255
37,67,7308,3,59,2283.160535544381
49,98,445,2,11,1575.953983775781
22,98,3312,2,55,1991.849075617729
58,59,4834,2,99,2360.7316665997523
35,62,5730,2,27,1860.588100874736
38,69,13614,2,23,2208.2175643808537
31,80,11370,3,99,2753.2059299768707
41,97,7092,1,104,2447.1469745472814
36,93,4945,3,3,1721.3275325454024
43,66,11495,3,28,2266.2078535881856
35,69,13073,1,45,2243.254413445633
23,72,3586,3,2,1826.2191739372508
26,95,13342,2,25,2178.2551863527983
20,94,4219,2,17,1728.6018432814176
51,62,3398,1,104,2257.953689253798
31,78,11974,2,44,2213.1668105039234
55,75,6821,3,46,2190.201880242475
28,73,8631,2,79,2443.1377674030064
36,84,2094,1,17,1554.1209371722227
19,82,14148,3,80,2785.738259090896
56,96,11158,2,116,2730.261896971844
45,62,10147,2,5,1817.5664163495262
40,84,10777,1,22,1924.6891818589927
22,78,17900,2,118,3046.9095897860907
47,67,8720,2,30,1952.3453320492035
54,72,9771,3,116,2799.5618305640696
20,62,14612,3,83,2820.354648347099
22,57,3866,3,22,1994.612239679408
29,90,18497,2,24,2374.0168212787707
40,55,2685,3,98,2490.8717596406614
41,78,13882,1,96,2643.184439766622
38,72,7258,2,75,2461.1972593304317
51,90,11619,3,66,2524.1380853292203
54,94,2955,3,106,2571.520454024672
39,76,8105,1,65,2071.3785708834585
36,89,18345,2,68,2654.868510732164
43,54,5113,2,21,1728.5050446489895
29,98,7382,3,47,2337.3094173130776
22,97,583,1,84,2023.1401271135453
53,54,9651,3,29,2200.4253655343073
35,99,14491,2,36,2309.3072313814473
49,54,4630,1,49,1895.6948488698642
35,96,4984,2,48,2020.8018674202729
36,94,5129,2,103,2488.9961954601636
59,85,2064,1,118,2265.5884387285264
41,86,8187,2,107,2589.837656142699
24,70,14259,1,37,2189.4305545127086
32,71,19115,3,33,2594.9886470670817
22,60,7326,3,54,2337.6961659103804
46,50,1498,1,4,1247.502308360004
37,66,7100,1,30,1864.5896235654095
41,52,1264,3,99,2406.7824525805445
20,86,12651,3,91,2851.0953337640444
55,89,11850,2,4,1927.093182961204
35,84,12318,1,109,2590.486807072205
19,63,7797,1,97,2485.281142145374
30,62,18627,1,24,2248.4095012611333
42,55,17051,3,116,3099.3102587435365
44,95,401,1,18,1393.9232283634994
36,65,7133,3,35,2076.591900637128
53,92,1195,3,42,1919.8083127020152
49,86,5765,1,11,1600.012260490367
39,87,1764,2,5,1603.529418150766
29,99,9529,2,36,2127.398328074263
28,75,8232,2,10,1798.3179610117718
53,86,14963,1,80,2493.0563348358223
41,57,7204,3,55,2313.67683571006
41,68,18611,1,41,2325.2433871469857
25,62,2015,1,67,1815.1816100975038
32,86,3570,3,107,2597.7217693932485
33,52,4763,3,75,2378.03349324887
40,62,15605,2,49,2402.8315352066293
23,80,6875,1,108,2355.906089637935
18,90,9685,3,49,2398.500504575323
40,56,19798,3,13,2439.019791097677
31,97,17533,1,32,2260.2067729451155
24,64,5541,2,5,1728.4567874296315
57,64,13757,1,60,2245.4327206262674
51,72,11185,2,58,2300.4106416817117
28,80,9900,1,98,2471.048426372218
36,69,8392,3,34,2252.8065911700814
47,57,11158,2,56,2294.160986831991
34,51,11731,3,59,2531.178588637525
27,92,7588,2,64,2301.4431982174387
42,78,16248,3,9,2295.937193552889
23,75,4849,2,28,1859.7944723015748
47,61,18450,1,31,2324.333480249537
47,62,6644,1,83,2272.233588171815
53,86,3914,3,67,2222.1168607792615
50,77,2931,2,89,2253.7477263561123
27,54,10642,1,98,2535.7276748706745
56,86,7483,3,15,2005.43720933656
41,77,14008,2,23,2128.3846491137783
32,57,18266,1,5,1963.2755606301373
43,57,16105,2,9,2146.638351510447
59,73,15879,1,33,2146.6072492452427
47,65,7089,2,27,1942.4415316346926
57,90,2605,3,8,1762.2124374262416
24,90,17228,3,87,2990.5413624024254
41,66,6101,3,101,2582.9397734549207
39,82,2871,2,19,1630.1965017512148
30,92,3857,3,95,2379.502245154148
40,72,1713,3,40,1921.2698605914495
32,70,7572,1,74,2177.039216832305
28,53,7493,3,10,1955.3575184368779
52,80,8060,3,57,2285.358309460846
57,76,7766,3,20,2015.7117408152133
23,96,16888,3,41,2580.020190896316
53,68,8144,3,57,2363.887639278747
48,64,7673,2,38,2045.8514423013903
53,68,19111,1,1,2006.3473036897092
46,64,17137,1,33,2241.8070631143496
28,93,19456,1,89,2706.6631893810613
52,54,13623,2,30,2203.0207512510992
37,93,987,1,7,1430.5281291580725
25,65,15106,1,68,2412.1184396270614
31,77,12628,3,15,2190.593745414755
23,85,5339,3,108,2565.4073857177764
48,91,15405,1,45,2214.3330152328763
34,60,18864,1,73,2688.7120739126008
29,53,5803,2,109,2571.328115491546
27,83,14308,3,85,2854.410866102334
36,78,5546,3,6,1862.711017806961
23,68,13005,2,79,2620.441050318876
34,56,12970,3,97,2925.6881877477445
33,69,11402,2,109,2768.321914491386
20,77,15606,1,119,2928.5047628068924
31,96,285,1,109,2120.6873798971997
25,52,16338,2,41,2404.7753800676574
21,84,12335,3,116,2984.4898751484116
37,96,11903,3,46,2429.4468701216224
39,59,9958,3,104,2722.6710230425833
28,99,6456,2,73,2291.385750914731
59,87,10284,2,6,1768.2106397832856
38,78,1676,1,74,1953.04575383735
39,76,13787,3,21,2376.644246137669
42,66,7070,1,25,1732.9683366185825
30,73,7023,3,78,2491.6538744155077
56,91,5783,1,66,2004.5670755344815
23,63,1054,1,113,2260.518405777843
24,58,7195,2,117,2625.7261936959762
23,73,17930,3,116,3285.5146354848403
31,63,15171,1,3,1905.5250801982095
38,75,15459,2,14,2139.6117501081912
49,75,15244,3,28,2396.3269881508227
51,72,13125,1,66,2426.667527700362
40,83,17308,1,88,2602.1513368369606
59,95,9698,2,16,1869.3988734199752
55,56,18000,2,6,2162.7581581791624
52,76,17138,3,80,2931.464391730053
22,72,30,3,69,2072.2879559374883
51,65,1169,3,55,2002.066813494127
36,61,6379,1,48,1963.175161356351
42,56,3982,3,2,1782.2424380859595
59,85,1384,3,54,2098.7776175762015
19,60,13462,1,71,2350.586936446682
39,72,7544,1,113,2398.371092146187
59,68,16859,1,5,1944.8672530398378
37,58,12718,3,106,2875.6154380426133
48,59,16713,2,93,2787.199427676685
33,52,7309,2,25,1951.848997337826
55,71,7065,1,99,2317.142292048632
41,53,19773,1,21,2174.6031485704684
37,62,1337,3,27,1826.2714079657837
53,72,15890,3,96,3041.370292661497
20,94,18915,1,69,2600.2132928197357
27,54,13409,3,49,2501.5010766255436
36,56,10251,2,63,2463.137443162852
42,97,17663,2,29,2411.6688690647807
48,55,10451,3,86,2703.654924655714
19,77,6298,2,90,2440.694241494624
23,63,10208,1,46,2127.6199949904876
49,61,13565,2,70,2569.0229985352785
25,61,11909,3,83,2725.400871397214
53,50,10100,2,2,1753.422369859495
54,97,15147,1,11,1894.1795706028724
45,54,18457,1,4,2138.642198986418
22,70,8815,3,9,2110.247785652926
19,90,1281,3,9,1699.826753441855
20,71,4520,2,18,1748.40242692919
38,72,18133,2,61,2730.0674754009337
58,70,14820,1,36,2197.264116824174
43,95,9970,1,64,2172.2730642790157
47,66,11456,1,7,1757.830499545538
46,95,18015,2,84,2802.1323457949475
41,85,6924,1,38,1785.4315278471486
44,70,10938,2,81,2444.868854020013
58,95,16200,2,10,2165.287279877113
40,62,19044,1,42,2422.3012512570835
51,95,19751,2,32,2381.476490700767
18,60,15081,1,60,2395.5763605079765
39,72,5492,2,24,1790.4951023520414
24,82,14860,3,57,2664.4628239276435
48,61,9361,1,6,1664.6394722004652
39,93,15674,3,57,2616.1320608612637
47,75,5945,2,85,2366.7096805293645
24,86,17463,2,24,2222.3727992507256
54,68,14807,3,16,2177.5003953034056
35,56,12135,3,5,2064.61073256294
32,58,14276,3,33,2404.615369583365
20,68,16682,1,98,2816.207931595315
38,71,14098,3,103,2974.5335675101373
26,52,18107,3,70,2820.912336123163
59,94,13190,2,39,2235.5661287132616
30,79,7297,2,118,2625.9972390406792
26,87,13651,2,11,2062.524436644781
54,80,13699,2,112,2812.9357276815604
53,52,7117,1,11,1577.549778275922
26,77,12770,3,107,2988.0926746685936
45,81,18167,3,4,2359.611641234213
42,64,7232,2,75,2294.2516446772997
57,64,13102,2,105,2781.303384123635
21,63,9310,3,108,2817.42657051776
30,77,8977,1,11,1819.8520108912685
29,96,7429,2,115,2628.941416126207
36,89,8211,3,106,2828.8153206163747
49,58,14566,1,65,2378.6058884839767
26,66,14225,3,50,2571.4862455743705
26,65,9500,2,108,2670.6951900855174
23,51,6536,3,16,2037.3478722790928
57,56,16363,3,77,2863.380300708204
39,96,15921,1,51,2312.9372786442705
50,73,1300,3,72,2244.1424422286723
44,54,4702,3,63,2315.7024987558134
27,62,2383,2,99,2345.695295520629
26,68,16628,1,10,2113.457791287882
21,60,10762,2,85,2627.71678018393
23,67,3360,2,7,1685.6307151331173
49,94,2505,2,117,2520.146919625001
59,93,5059,3,14,1843.5028836804909
42,59,16046,1,25,2099.2185263488827
26,54,3566,3,20,1896.9225720308589
53,62,9053,3,83,2641.6190977616257
37,81,5697,3,44,2060.017110739227
29,67,2293,3,9,1788.3469475124848
43,95,5117,2,119,2526.4565992905505
32,82,16703,1,99,2663.623073262268
35,83,2727,1,89,2011.5971972324344
47,84,17516,2,45,2439.344807817518
40,98,8001,2,39,2048.118175985633
28,53,4499,3,76,2406.934241998027
31,52,12793,1,30,2141.6326065293865
48,83,2828,3,117,2504.6485749995704
29,63,10984,3,40,2390.2568061211155
29,83,19406,2,103,3083.1958592375363
24,87,17674,2,40,2428.128035460581
52,98,19024,2,111,3080.0286645724154
53,74,17509,3,116,3250.5630644467383
57,92,1923,1,102,2123.8027472495473
40,81,4549,2,95,2298.814367570786
58,97,13600,2,78,2565.76263730177
19,57,1182,1,18,1403.1304439837675
35,57,12952,3,77,2636.182180369397
45,55,11099,2,58,2392.0629813257624
52,71,17062,3,1,2200.9813482156887
37,63,12025,1,4,1804.327198924472
26,72,11192,1,62,2219.6141452223033
34,77,6455,2,74,2297.6412722825403
36,68,16610,3,112,3121.601800764022
31,90,9233,3,33,2205.5527968684696
43,84,14019,3,52,2613.8091050289718
43,76,5686,3,56,2216.9878123427384
59,96,14855,3,98,2956.097962433994
22,66,12160,3,35,2419.4738573918735
56,90,9193,3,68,2447.0323417562386
39,94,18219,3,94,3077.4374901463966
50,56,11651,2,63,2349.3733020742493
55,94,18011,2,27,2394.793847318349
45,76,6738,2,20,1823.8359467784733
50,61,1387,1,66,1864.4972589451231
37,91,15424,3,84,2948.1525915699217
19,95,1147,2,42,1811.5256929534262
23,53,4403,2,88,2344.96401015338
47,71,7384,3,57,2310.606948083506
35,95,7567,1,4,1662.5352747682894
51,94,7593,3,10,1881.263286658721
46,82,18479,1,42,2362.3955224405304
21,87,6598,2,74,2251.8942214618273
47,97,9331,2,33,2005.146658442622
19,69,9856,2,100,2684.316125853481
32,88,18117,2,85,2891.34853910176
21,60,4649,1,63,1995.6828387319424
54,52,6922,2,16,1855.6930910791425
58,86,14222,3,114,3045.468978444787
35,65,11797,1,92,2442.8753473868946
33,70,11417,2,97,2761.390939675007
27,82,14771,1,20,1980.6929573933867
20,55,18562,3,9,2449.7479756678217
54,62,16150,1,99,2735.42504304345
32,51,3055,2,80,2235.001520335495
27,75,18947,3,105,3251.878572910673
49,63,4652,2,67,2179.599087686811
51,51,9729,2,38,2135.045761651562
40,52,11827,3,118,2935.1541143573686
22,70,18981,1,113,2982.289044877407
19,98,19445,3,108,3316.9877406751502
37,86,3092,1,98,2179.1785588787634
38,79,7434,2,69,2327.187439769464
